"eventDate","year","month","day","decimalLatitude","decimalLongitude","stateProvince","order","scientificName","vernacularName","individualCount"
"2012-11-29",2012,11,29,-38.427,144.075,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2012-11-29",2012,11,29,-38.427,144.075,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-11-29",2012,11,29,-38.418,144.058,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2012-11-29",2012,11,29,-38.406,144.053,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-11-29",2012,11,29,-38.361,144.063,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2013-11-19",2013,11,19,-37.3118,145.2678,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-10-25",2013,10,25,-37.3118,145.2678,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.3989,145.5989,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-07",2013,11,7,-37.4044,145.8101,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.5202,145.5696,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.5433,145.5153,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.5004,145.5384,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.5324,145.5695,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-12",2013,11,12,-37.5583,145.6009,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.4935,145.5177,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-08",2013,11,8,-37.472,145.656,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-11",2013,11,11,-37.4998,145.4096,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-06",2013,11,6,-37.3216,145.1388,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-08",2013,11,8,-37.4766,145.1648,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-07",2013,11,7,-37.448,145.187,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-07",2013,11,7,-37.3513,145.2042,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-07",2013,11,7,-37.426,145.222,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-06",2013,11,6,-37.7341,146.1148,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-04",2013,11,4,-37.6608,146.0492,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-16",2011,12,16,-38.3297,144.6956,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-16",2011,12,16,-38.3282,144.6987,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-16",2011,12,16,-38.3305,144.6993,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-16",2011,12,16,-38.3346,144.7067,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-16",2011,12,16,-38.3341,144.7088,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-16",2011,12,16,-38.3366,144.7143,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-05-31",2012,5,31,-38.4716,144.9267,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-28",2012,2,28,-38.4501,144.9294,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-02",2012,2,2,-38.4406,144.9331,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-02",2012,2,2,-38.4403,144.9368,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-02",2012,2,2,-38.437,144.937,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-02",2012,2,2,-38.4337,144.9532,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-02",2012,2,2,-38.4333,144.9231,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-02",2012,2,2,-38.4336,144.9268,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-28",2012,2,28,-38.4281,144.9346,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.4259,144.9378,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-28",2012,2,28,-38.4255,144.9303,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-28",2012,2,28,-38.4256,144.9233,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.423,144.931,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-01",2012,2,1,-38.422,144.951,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.4149,144.9305,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.4158,144.9426,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-17",2012,2,17,-38.4179,144.9535,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.4169,144.9465,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.4148,144.9478,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-31",2012,1,31,-38.4127,144.9507,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-28",2012,2,28,-38.4151,144.9553,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-16",2013,2,16,-37.6391,145.3412,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-09-21",2013,9,21,-37.6408,145.3395,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-17",2013,2,17,-37.661,145.339,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-03-10",2013,3,10,-37.6295,145.3419,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-02-24",2014,2,24,-37.389,144.267,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-03-10",2013,3,10,-37.3889,144.2672,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-17",2013,2,17,-37.3928,144.2672,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-12-15",2013,12,15,-37.3928,144.2672,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-12-31",2012,12,31,-37.4038,144.2663,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-28",2013,1,28,-37.4072,144.2667,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-03-11",2013,3,11,-37.3888,144.2677,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-26",2014,1,26,-37.3929,144.2673,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-26",2014,1,26,-37.4052,144.2672,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-27",2014,1,27,-37.4077,144.2648,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-04-09",2013,4,9,-37.7014,145.2861,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-05-09",2013,5,9,-37.6042,145.2902,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-02-21",2014,2,21,-37.5635,145.2746,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-02-21",2014,2,21,-37.5424,145.2845,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-27",2014,1,27,-37.3888,144.2676,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-03",2011,12,3,-38.3419,145.2957,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-03",2011,12,3,-38.3626,145.2864,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-01",2014,1,1,-37.6527,145.2923,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-01",2014,1,1,-37.6574,145.2923,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-01",2014,1,1,-37.6553,145.3019,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-01-01",2014,1,1,-37.6548,145.3005,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-03-01",2014,3,1,-37.6337,145.3381,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-11-17",2013,11,17,-37.6343,145.3427,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2014-03-01",2014,3,1,-37.634,145.349,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-07-27",2013,7,27,-37.2984,144.1276,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-26",2011,10,26,-37.7422,149.2903,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-26",2011,10,26,-37.7091,149.4635,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-07-21",2008,7,21,-38.4761,146.3473,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",3
"2013-09-17",2013,9,17,-38.476,146.347,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2007-01-01",2007,1,1,-37.6132,145.2858,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-03",2012,2,3,-37.821,147.991,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",14
"2012-02-01",2012,2,1,-37.7005,149.0414,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2012-02-02",2012,2,2,-37.7733,148.0647,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",31
"2012-02-03",2012,2,3,-37.7879,147.9192,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2012-03-27",2012,3,27,-37.8,148,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",8
"2012-03-29",2012,3,29,-37.6045,149.1554,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2012-01-17",2012,1,17,-36.1266,147.2273,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-01-18",2012,1,18,-36.7434,147.1854,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2012-01-18",2012,1,18,-36.7184,147.0162,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-09-22",2011,9,22,-37.3843,148.0505,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-09-22",2011,9,22,-37.389,148.101,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",5
"2011-09-22",2011,9,22,-37.389,148.101,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-09-20",2011,9,20,-37.4064,149.6232,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-09-21",2011,9,21,-37.5282,149.2385,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",14
"2011-09-21",2011,9,21,-37.5282,149.2385,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-09-21",2011,9,21,-37.5965,149.7253,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",20
"2011-09-21",2011,9,21,-37.5965,149.7253,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",14
"2011-09-21",2011,9,21,-37.5618,149.7246,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-09-20",2011,9,20,-37.46,149.63,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-09-21",2011,9,21,-37.852,146.774,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-09-21",2011,9,21,-37.852,146.774,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-09-20",2011,9,20,-37.828,146.818,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-09-21",2011,9,21,-37.8466,146.7562,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",6
"2011-09-22",2011,9,22,-37.6542,149.0562,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-09-22",2011,9,22,-37.6542,149.0562,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",7
"2011-09-22",2011,9,22,-37.6542,149.0562,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-09-22",2011,9,22,-37.6805,149.0691,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-10-25",2011,10,25,-37.4692,148.2581,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-10-25",2011,10,25,-37.4692,148.2581,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",6
"2011-10-26",2011,10,26,-37.642,147.39,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-27",2011,10,27,-37.5713,147.4842,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-27",2011,10,27,-37.6406,147.4501,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-26",2011,10,26,-37.6525,147.3916,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-10-26",2011,10,26,-37.6525,147.3916,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-27",2011,10,27,-37.6533,147.4462,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-28",2011,10,28,-37.6455,147.6022,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",5
"2011-10-28",2011,10,28,-37.586,147.518,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",22
"2011-10-28",2011,10,28,-37.6072,147.4936,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-26",2011,10,26,-37.5825,148.0707,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-26",2011,10,26,-37.5825,148.0707,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",38
"2011-10-26",2011,10,26,-37.5998,148.1678,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-26",2011,10,26,-37.5998,148.1678,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",6
"2011-10-26",2011,10,26,-37.582,148.181,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",20
"2011-10-26",2011,10,26,-37.6053,148.1788,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-10-26",2011,10,26,-37.6053,148.1788,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",6
"2011-10-25",2011,10,25,-37.54,148.25,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2011-10-25",2011,10,25,-37.54,148.25,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-12-01",2011,12,1,-37.6007,148.3788,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-30",2011,11,30,-37.4858,148.6175,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-11-30",2011,11,30,-37.6227,148.7996,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",5
"2011-10-28",2011,10,28,-37.7618,147.9342,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-10-28",2011,10,28,-37.7723,147.9131,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-24",2011,10,24,-37.6961,147.7571,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-10-26",2011,10,26,-37.8194,148.0879,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",21
"2011-10-26",2011,10,26,-37.8194,148.0879,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-10-26",2011,10,26,-37.8194,148.0879,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",14
"2011-10-26",2011,10,26,-37.8079,148.0711,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",12
"2011-10-27",2011,10,27,-37.7925,148.1593,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",9
"2011-10-27",2011,10,27,-37.7062,148.1196,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2011-10-27",2011,10,27,-37.7062,148.1196,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",35
"2011-10-27",2011,10,27,-37.7252,148.0569,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-27",2011,10,27,-37.7252,148.0569,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2011-10-27",2011,10,27,-37.7252,148.0569,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",8
"2011-11-29",2011,11,29,-37.71,148.807,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",6
"2011-11-29",2011,11,29,-37.6828,148.7985,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-11-29",2011,11,29,-37.68,149.139,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2011-11-29",2011,11,29,-37.7063,149.2113,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-29",2011,11,29,-37.6782,149.1824,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",7
"2011-11-29",2011,11,29,-37.7201,149.2736,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",6
"2006-08-08",2006,8,8,-37.0701,148.3331,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-08-09",2006,8,9,-37.0799,148.3333,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-18",2011,10,18,-38.372,144.115,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-09",2013,1,9,-38.372,144.115,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-18",2011,10,18,-38.3763,144.1142,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-09",2013,1,9,-38.3763,144.1142,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-18",2011,10,18,-38.376,144.111,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-11",2011,11,11,-38.3961,144.0866,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.43,144.07,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.4216,144.0688,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.427,144.067,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.42,144.065,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.4227,144.0636,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-12",2011,11,12,-38.43,144.02,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.4289,143.9615,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-18",2013,1,18,-38.4289,143.9615,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.4332,143.9613,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.4302,143.9587,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-21",2013,1,21,-38.4302,143.9587,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.4327,143.9566,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-11",2011,11,11,-38.4486,143.9356,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-11",2011,11,11,-38.4534,143.9353,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-11",2011,11,11,-38.4508,143.9344,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-11",2011,11,11,-38.4534,143.9328,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-18",2011,10,18,-38.3367,144.1461,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-16",2013,1,16,-38.3409,144.1504,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-18",2011,10,18,-38.36,144.151,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-18",2011,10,18,-38.3614,144.1534,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-07",2011,12,7,-38.4353,144.0442,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-21",2013,1,21,-38.4353,144.0442,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-07",2011,12,7,-38.431,144.052,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-23",2013,1,23,-38.431,144.052,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-07",2011,12,7,-38.433,144.05,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-01-21",2013,1,21,-38.433,144.05,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-07",2011,12,7,-38.4338,144.0529,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-19",2013,2,19,-38.4777,143.9471,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-13",2011,12,13,-38.477,143.943,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.3933,144.2261,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.393,144.229,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.393,144.229,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.387,144.226,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.3873,144.2233,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.3873,144.2233,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-10",2011,11,10,-38.3914,144.1946,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-10",2011,11,10,-38.3843,144.1943,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-10",2011,11,10,-38.39,144.2,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-10",2011,11,10,-38.3863,144.1976,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.3502,144.1285,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.3502,144.1285,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-09",2011,11,9,-38.3518,144.1378,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-26",2013,2,26,-38.5053,143.9826,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-26",2013,2,26,-38.5049,143.9853,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-15",2012,2,15,-38.3731,144.0859,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-15",2012,2,15,-38.373,144.089,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2012-02-16",2012,2,16,-38.378,144.086,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-07",2011,12,7,-38.4254,144.1337,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2013-02-19",2013,2,19,-38.4777,143.9471,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-12-13",2011,12,13,-38.477,143.943,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.3933,144.2261,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.393,144.229,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.393,144.229,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.387,144.226,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.3873,144.2233,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-10-17",2011,10,17,-38.3873,144.2233,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-11-10",2011,11,10,-38.3914,144.1946,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
