"eventDate","year","month","day","decimalLatitude","decimalLongitude","stateProvince","order","scientificName","vernacularName","individualCount"
"2000-01-23",2000,1,23,-38.495,145.281,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-01-29",2000,1,29,-38.495,145.281,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-02-15",2000,2,15,-38.4857,145.2578,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-02-21",2000,2,21,-38.517,145.303,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-03-03",2000,3,3,-38.482,145.267,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-05-20",2000,5,20,-38.52,145.2,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2000-07-04",2000,7,4,-38.495,145.281,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-09-25",2000,9,25,-38.5172,145.3201,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-10-14",2000,10,14,-38.5172,145.3201,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-11-05",2000,11,5,-38.483,145.201,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-11-07",2000,11,7,-38.5047,145.1484,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-11-11",2000,11,11,-38.5047,145.1484,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-11-12",2000,11,12,-38.511,145.295,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2000-11-30",2000,11,30,-38.495,145.281,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2001-02-10",2001,2,10,-38.511,145.295,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2001-05-21",2001,5,21,-38.5301,145.3347,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2001-09-24",2001,9,24,-38.5137,145.1424,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2001-10-22",2001,10,22,-38.4977,145.1589,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2001-11-17",2001,11,17,-38.53,145.337,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-01-10",2002,1,10,-38.455,145.239,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-02-26",2002,2,26,-38.5138,145.1493,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-03-18",2002,3,18,-38.5172,145.3201,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-03-29",2002,3,29,-38.512,145.151,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-04-01",2002,4,1,-38.469,145.218,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-04-16",2002,4,16,-38.5047,145.1484,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-04-23",2002,4,23,-38.5291,145.3313,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2002-09-11",2002,9,11,-38.52,145.2,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2003-02-07",2003,2,7,-38.4573,145.2241,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2003-06-26",2003,6,26,-38.4661,145.2754,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2003-10-18",2003,10,18,-38.5138,145.1493,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2004-12-17",2004,12,17,-38.4639,145.2468,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2004-12-17",2004,12,17,-38.4593,145.2412,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2004-12-21",2004,12,21,-38.4829,145.2521,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2004-12-28",2004,12,28,-38.5363,145.3277,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-04-01",2005,4,1,-38.4683,145.3017,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-10-12",2005,10,12,-38.5137,145.1424,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",4
"2006-09-08",2006,9,8,-38.482,145.267,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-01-01",2006,1,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-02-01",2006,2,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2006-04-01",2006,4,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-07-01",2006,7,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-08-01",2006,8,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-09-01",2006,9,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-11-01",2006,11,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-03-01",2007,3,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-06-01",2007,6,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-07-01",2007,7,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-08-01",2007,8,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-02-01",2005,2,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-03-01",2005,3,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-04-01",2005,4,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-08-01",2005,8,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-10-01",2005,10,1,-36.2044,146.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-08-23",2008,8,23,-38.3195,146.9163,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2005-01-01",2005,1,1,-37.2744,142.9269,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-01-01",2005,1,1,-37.2733,142.9308,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-09-01",2008,9,1,-37.8489,144.8256,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-08-10",2008,8,10,-37.6941,146.4033,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",2
"2008-05-12",2008,5,12,-37.6941,146.4033,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-04-01",2008,4,1,-37.5066,146.5019,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",3
"2008-04-06",2008,4,6,-37.3911,147.4277,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",2
"2008-04-01",2008,4,1,-37.5066,146.5013,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-04-22",2008,4,22,-37.5066,146.5013,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",2
"2008-04-01",2008,4,1,-37.51,146.5,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-04-01",2008,4,1,-37.4947,146.4825,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",2
"2008-04-22",2008,4,22,-37.4947,146.4825,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",2
"2008-05-05",2008,5,5,-37.7494,146.9916,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-05-05",2008,5,5,-37.7336,146.9847,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-03-19",2008,3,19,-37.7336,146.9847,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-05-05",2008,5,5,-37.7302,146.9855,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-03-19",2008,3,19,-37.7233,146.9777,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-04-06",2008,4,6,-37.3988,147.4169,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",2
"2008-04-06",2008,4,6,-37.405,147.412,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",3
"2008-04-30",2008,4,30,-37.405,147.412,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",3
"2008-04-06",2008,4,6,-37.4091,147.3938,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-04-30",2008,4,30,-37.4091,147.3938,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2005-04-05",2005,4,5,-36.3941,142.3041,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-04-05",2005,4,5,-36.3913,142.3141,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-22",2007,11,22,-37.9007,140.6593,"South Australia","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-23",2007,11,23,-37.7259,141.3092,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-23",2007,11,23,-37.929,141.128,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-23",2007,11,23,-37.9371,141.1337,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-08-08",2006,8,8,-38.045,141.722,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-08-08",2006,8,8,-38.061,141.748,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-10-21",2006,10,21,-38.061,141.748,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-08-15",2006,8,15,-37.9337,141.4227,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-11-28",2006,11,28,-37.9328,141.4432,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-08-08",2006,8,8,-37.8888,141.6056,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2003-11-06",2003,11,6,-37.1009,145.4093,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2003-11-12",2003,11,12,-37.2247,145.5791,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2004-08-25",2004,8,25,-36.2081,146.5166,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-04-04",2005,4,4,-36.5053,142.0927,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-04-05",2005,4,5,-36.4794,142.0577,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-04-06",2005,4,6,-36.508,142.092,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-08-17",2008,8,17,-36.9103,145.5077,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2004-10-16",2004,10,16,-36.752,144.668,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-09-12",2008,9,12,-35.4461,141.9955,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2008-09-01",2008,9,1,-38.3891,144.2173,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-10-06",2008,10,6,-38.2247,145.2044,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",4
"2008-09-01",2008,9,1,-38.3716,144.9995,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-10-16",2008,10,16,-36.3044,143.9586,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2007-07-31",2007,7,31,-37.0258,144.4627,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2008-09-28",2008,9,28,-34.8232,142.9837,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-01",2008,11,1,-36.9107,145.5126,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-22",2008,11,22,-37.2829,144.2719,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-30",2008,11,30,-37.6158,144.9544,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-01",2008,11,1,-38.3716,144.9995,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-01",2008,11,1,-38.3716,144.9995,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-25",2008,12,25,-36.9394,145.1475,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-24",2008,12,24,-36.9107,145.5126,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-14",2008,12,14,-37.3069,142.6945,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-05",2008,11,5,-38.9752,146.2773,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-08",2008,12,8,-37.0583,141.8247,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-10-17",2006,10,17,-38.399,144.183,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-10-18",2006,10,18,-38.3695,144.2799,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-10-18",2006,10,18,-38.368,144.28,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2006-10-21",2006,10,21,-38.3696,144.2809,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2006-11-29",2006,11,29,-38.367,144.283,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-11-29",2006,11,29,-38.4006,144.1861,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2005-11-15",2005,11,15,-37.6644,145.1497,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-01-09",2007,1,9,-38.4738,145.5461,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-11",2007,10,11,-38.39,145.39,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-08-13",2008,8,13,-37.6037,145.3031,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-09-10",2007,9,10,-37.5317,142.0497,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-13",2008,1,13,-37.241,141.944,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-13",2008,1,13,-37.2386,141.9533,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-14",2008,1,14,-37.253,141.919,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-14",2008,1,14,-37.249,141.929,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-14",2008,1,14,-37.2444,141.9361,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-14",2008,1,14,-37.241,141.944,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-14",2008,1,14,-37.2386,141.9533,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-15",2008,1,15,-37.2506,141.9243,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-15",2008,1,15,-37.249,141.929,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-01-16",2008,1,16,-37.2444,141.9361,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-03-27",2007,3,27,-35.9247,144.4167,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2007-09-04",2007,9,4,-38.3284,147.2513,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-09-04",2007,9,4,-38.2774,147.3082,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-09-05",2007,9,5,-38.2619,147.3355,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-01",2007,11,1,-37.618,145.369,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-10",2007,10,10,-37.4677,145.4226,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-02",2007,10,2,-37.485,145.419,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-02",2007,10,2,-37.5337,145.4192,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-02",2007,10,2,-37.4715,145.4214,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-02",2007,10,2,-37.5255,145.4217,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-20",2007,11,20,-37.591,145.409,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-24",2007,10,24,-37.5979,145.3675,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-24",2007,10,24,-37.6131,145.3656,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-09-25",2007,9,25,-37.4,145.5,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-28",2007,11,28,-37.6172,145.3755,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-30",2007,11,30,-37.5793,145.3938,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-10-31",2007,10,31,-37.567,145.414,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-09-01",2008,9,1,-38.5898,145.5297,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-04-10",2008,4,10,-38.0597,147.5552,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-11-19",2008,11,19,-38.119,145.168,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-09-26",2008,9,26,-38.3467,145.5692,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-09-26",2008,9,26,-38.3467,145.5692,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2008-08-27",2008,8,27,-37.7112,144.4935,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-08",2007,11,8,-36.176,146.633,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-10-31",2006,10,31,-37.4897,148.2297,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-11-01",2006,11,1,-37.0926,148.4393,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-01-01",2009,1,1,-38.3704,144.9991,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-01",2008,12,1,-38.3704,144.9991,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2009-02-15",2009,2,15,-37.3888,144.2677,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-02-14",2009,2,14,-37.394,144.263,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-01-01",2009,1,1,-37.3888,144.2677,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-12-29",2009,12,29,-37.3888,144.2677,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-12-14",2009,12,14,-37.6383,144.9677,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-11-01",2009,11,1,-38.3391,147.0445,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",10
"2009-10-29",2009,10,29,-38.3905,144.2166,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2009-11-23",2009,11,23,-37.3974,143.1433,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-11-23",2009,11,23,-37.421,143.137,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2009-12-23",2009,12,23,-38.2256,146.1442,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-12-28",2009,12,28,-36.9101,145.5122,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-02-01",2009,2,1,-38.3705,145.0008,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-03-01",2009,3,1,-38.3705,145.0008,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-09-29",2006,9,29,-37.0021,142.8676,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-03-23",2009,3,23,-37.622,145.077,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-03-07",2009,3,7,-36.383,145.702,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-26",2009,10,26,-37.9004,145.5985,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-12-15",2009,12,15,-38.0052,145.6306,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-15",2009,10,15,-37.9914,145.6192,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-12-18",2009,12,18,-37.9914,145.6192,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-14",2009,10,14,-38.0006,145.6164,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-02-01",2010,2,1,-38.3704,145.0003,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-04-01",2010,4,1,-37.1575,141.5394,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-01-29",2009,1,29,-37.7513,145.0825,"Victoria","Monotremata","Ornithorhynchus anatinus","Duck-billed Platypus",1
"2005-06-24",2005,6,24,-37.9529,145.3177,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-10-15",2008,10,15,-37.6566,141.4163,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-11-07",2007,11,7,-37.62,142.363,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",9
"2008-04-28",2008,4,28,-37.62,142.363,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",3
"2008-02-21",2008,2,21,-37.3713,142.4386,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-09-23",2006,9,23,-37.3713,142.4386,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-05-18",2009,5,18,-37.269,141.328,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-02-16",2009,2,16,-37.269,141.328,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2008-12-01",2008,12,1,-37.269,141.328,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2008-12-01",2008,12,1,-37.2688,141.3055,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",2
"2007-02-07",2007,2,7,-37.2158,145.0402,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2006-12-18",2006,12,18,-37.779,144.755,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2007-04-30",2007,4,30,-37.608,144.529,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-08-18",2009,8,18,-37.5866,143.8877,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-09-24",2009,9,24,-37.234,144.075,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-11-09",2009,11,9,-37.4383,141.6944,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-03-15",2011,3,15,-38.195,146.396,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2011-03-01",2011,3,1,-38.3708,145.0008,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-19",2009,10,19,-37.8052,145.2158,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-12",2009,10,12,-37.7977,145.2188,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-10",2008,12,10,-38.2538,146.6124,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2008-12-10",2008,12,10,-38.2538,146.6124,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-13",2009,10,13,-36.9567,144.2358,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-02-15",2010,2,15,-38.3893,145.1243,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-07-16",2009,7,16,-37.2276,145.9382,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-01-02",2010,1,2,-36.3805,146.0872,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-05-21",2009,5,21,-38.7656,143.4013,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-02-25",2010,2,25,-37.2929,143.2919,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-10-06",2009,10,6,-37.5101,144.0186,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-11-06",2009,11,6,-38.0386,145.6636,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2009-09-07",2009,9,7,-37.0241,144.2782,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-11-04",2010,11,4,-38.3497,144.3016,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
"2010-07-14",2010,7,14,-38.0799,144.0451,"Victoria","Monotremata","Tachyglossus aculeatus","Short-beaked Echidna",1
